id_produto,descricao,ncm,categoria,peso_unitario_kg,valor_unitario_usd
405,Bomba d'água- Reforçado,84138100,Automotivo,2.333,52.53
406,Vela de ignição- Reforçado,85112000,Automotivo,0.096,9.26
407,Alternador 12V- Reforçado,85114000,Automotivo,5.452,124.65
408,Motor de arranque- Reforçado,85113000,Automotivo,3.975,92.31
409,Radiador de alumínio- Reforçado,87089990,Automotivo,3.614,114.18
410,Embreagem completa- Reforçado,16082000,Automotivo,6.556,198.86
411,Caixa de direção hidráulica- Reforçado,87085000,Automotivo,7.518,187.27
412,Tensor de correia- Reforçado,84834000,Automotivo,0.771,30.54
413,Sensor de oxigênio- Reforçado,90278000,Automotivo,0.21,57.23
414,Módulo injeção eletrônica- Reforçado,85389000,Automotivo,0.505,239.02
415,Catalisador escape- Reforçado,85400000,Automotivo,2.958,330.19
416,Rolamento de roda- Reforçado,84821000,Automotivo,0.653,44.77
417,Kit de suspensão dianteira- Reforçado,87088000,Automotivo,12.81,249.06
418,Compressor de ar condicionado- Reforçado,84151000,Automotivo,8.524,194.36
419,Turbina turbocompressora- Reforçado,84143000,Automotivo,5.939,521.69
420,Injetor de combustível- Reforçado,84139100,Automotivo,0.256,115.27
421,Placa-mãe ATX- Reforçado,84734000,Eletrônico,1.056,159.42
422,Processador Intel i7- Reforçado,84733000,Eletrônico,0.103,350.77
423,Memória RAM DDR5 16GB- Reforçado,84733000,Eletrônico,0.043,105.37
424,SSD NVMe 1TB- Reforçado,84733000,Eletrônico,0.078,111.84
425,Fonte de alimentação 750W- Reforçado,85044000,Eletrônico,1.922,97.95
426,Placa de vídeo RTX 4070- Reforçado,84733000,Eletrônico,0.78,564.5
427,Monitor LED 27 polegadas- Reforçado,85285200,Eletrônico,4.216,352.01
428,Teclado mecânico USB- Reforçado,84716090,Eletrônico,0.963,62.51
429,Mouse sem fio- Reforçado,84716090,Eletrônico,0.103,37.99
430,Webcam Full HD- Reforçado,85258000,Eletrônico,0.189,45.87
431,Switch de rede 24 portas- Reforçado,85176200,Eletrônico,2.5,200.0
432,Roteador Wi-Fi 6- Reforçado,85176200,Eletrônico,0.458,114.62
433,Impressora laser A4- Reforçado,84433200,Eletrônico,7.38,330.95
434,Nobreak 1500VA- Reforçado,85044000,Eletrônico,10.248,227.97
435,Tablet Android 10- Reforçado,84713000,Eletrônico,0.519,229.89
436,Smartphone 128GB- Reforçado,85171200,Eletrônico,0.2,452.31
437,Fone de ouvido Bluetooth- Reforçado,85183000,Eletrônico,0.34,81.37
438,Câmera IP segurança- Reforçado,85258000,Eletrônico,0.434,62.5
439,Servidor rack 1U- Reforçado,84715000,Eletrônico,12.186,1669.12
440,HDD externo 4TB- Reforçado,84717000,Eletrônico,0.289,105.83
441,Compressor parafuso 10HP- Reforçado,84143000,Industrial,84.325,3671.26
442,Motor elétrico trifásico- Reforçado,85012000,Industrial,42.31,976.91
443,Redutor de velocidade- Reforçado,84834000,Industrial,30.569,725.5
444,Bomba centrífuga- Reforçado,84137000,Industrial,18.846,570.59
445,Válvula solenóide- Reforçado,84818000,Industrial,1.221,76.24
446,Inversor de frequência- Reforçado,85044000,Industrial,4.153,598.76
447,CLP Siemens S7- Reforçado,85371000,Industrial,2.192,1407.33
448,Sensor indutivo- Reforçado,90318000,Industrial,0.11,39.71
449,Cilindro pneumático- Reforçado,84121100,Industrial,4.056,165.0
450,Filtro prensa industrial- Reforçado,84212990,Industrial,39.083,3040.2
451,Transportador de correia- Reforçado,84283200,Industrial,190.712,9824.02
452,Painel elétrico WEG- Reforçado,85371000,Industrial,31.726,4689.69
453,Rolamento industrial SKF- Reforçado,84821000,Industrial,9.072,397.33
454,Encoder incremental- Reforçado,90329000,Industrial,0.298,253.95
455,Servo motor 5kW- Reforçado,85012000,Industrial,11.399,2192.17
456,Chave de segurança- Reforçado,85365000,Industrial,0.342,147.25
457,Célula de carga- Reforçado,90301000,Industrial,3.188,338.6
458,Transformador de força- Reforçado,85042000,Industrial,78.191,2137.01
459,Válvula de controle- Reforçado,84818000,Industrial,5.075,509.54
460,Pressostato industrial- Reforçado,90262000,Industrial,0.729,169.69
461,Cadeira gamer ergonômica- Reforçado,94013000,Varejo,15.742,201.86
462,Mesa escritório L- Reforçado,94033000,Varejo,26.998,217.72
463,Luminária de mesa LED- Reforçado,94054000,Varejo,1.724,32.95
464,Ventilador coluna 40cm- Reforçado,84145900,Varejo,4.216,56.32
465,Air fryer 5 litros- Reforçado,85167900,Varejo,3.342,89.51
466,Cafeteira elétrica- Reforçado,85167900,Varejo,1.486,51.48
467,Liquidificador 900W- Reforçado,85094000,Varejo,2.361,37.23
468,Aspirador de pó 1400W- Reforçado,85081100,Varejo,3.41,71.19
469,Ferro de passar a vapor- Reforçado,85166000,Varejo,1.1,25.23
470,Micro-ondas 30 litros- Reforçado,85166000,Varejo,13.459,217.78
471,Bicicleta ergométrica- Reforçado,95066200,Varejo,28.665,318.77
472,Esteira elétrica- Reforçado,95066200,Varejo,40.308,559.96
473,Tênis esportivo- Reforçado,64041190,Varejo,0.771,51.38
474,Mochila notebook 15.6- Reforçado,42021200,Varejo,0.7,34.53
475,Relógio smartwatch- Reforçado,91021200,Varejo,0.084,112.81
476,Óculos de sol UV400- Reforçado,90041000,Varejo,0.055,26.14
477,Câmera digital 24MP- Reforçado,90065300,Varejo,0.417,286.08
478,Drone com câmera 4K- Reforçado,88021200,Varejo,0.81,428.73
479,Caixa de som bluetooth- Reforçado,85182200,Varejo,1.081,60.62
480,Smartband fitness- Reforçado,85177090,Varejo,0.05,40.98
481,Filtro de óleo para motor- Especial,84212300,Automotivo,0.81,13.43
482,Pastilha de freio dianteira- Especial,87083000,Automotivo,1.041,24.13
483,Amortecedor dianteiro- Especial,87088000,Automotivo,4.968,100.37
484,Correia dentada- Especial,40103500,Automotivo,0.315,20.12
485,Bomba d'água- Especial,84138100,Automotivo,2.045,51.52
486,Vela de ignição- Especial,85112000,Automotivo,0.092,9.33
487,Alternador 12V- Especial,85114000,Automotivo,4.434,123.24
488,Motor de arranque- Especial,85113000,Automotivo,3.655,101.29
489,Radiador de alumínio- Especial,87089990,Automotivo,4.2,117.24
490,Embreagem completa- Especial,16082000,Automotivo,6.467,183.73
491,Caixa de direção hidráulica- Especial,87085000,Automotivo,6.986,229.48
492,Tensor de correia- Especial,84834000,Automotivo,0.768,33.13
493,Sensor de oxigênio- Especial,90278000,Automotivo,0.186,65.57
494,Módulo injeção eletrônica- Especial,85389000,Automotivo,0.428,238.27
495,Catalisador escape- Especial,85400000,Automotivo,3.367,384.93
496,Rolamento de roda- Especial,84821000,Automotivo,0.786,33.72
497,Kit de suspensão dianteira- Especial,87088000,Automotivo,10.547,252.59
498,Compressor de ar condicionado- Especial,84151000,Automotivo,7.079,201.68
499,Turbina turbocompressora- Especial,84143000,Automotivo,6.02,424.6
500,Injetor de combustível- Especial,84139100,Automotivo,0.291,122.57
